common_name,category,CID,AtomStereoCount,BondStereoCount,Charge,Complexity,ConnectivitySMILES,CovalentUnitCount,ExactMass,HBondAcceptorCount,HBondDonorCount,HeavyAtomCount,IUPACName,InChI,InChIKey,MolecularFormula,MolecularWeight,MonoisotopicMass,RotatableBondCount,SMILES,TPSA,XLogP,sdf_file
Aniracetam,Nootropics,2196,0,0,0,282,COC1=CC=C(C=C1)C(=O)N2CCCC2=O,1,219.08954328,3,0,16,1-(4-methoxybenzoyl)pyrrolidin-2-one,"InChI=1S/C12H13NO3/c1-16-10-6-4-9(5-7-10)12(15)13-8-2-3-11(13)14/h4-7H,2-3,8H2,1H3",ZXNRTKGTQJPIJK-UHFFFAOYSA-N,C12H13NO3,219.24,219.08954328,2,COC1=CC=C(C=C1)C(=O)N2CCCC2=O,46.6,1.6,Aniracetam_2196.sdf
Oxiracetam,Nootropics,4626,1,0,0,192,C1C(CN(C1=O)CC(=O)N)O,1,158.06914219,3,2,11,2-(4-hydroxy-2-oxopyrrolidin-1-yl)acetamide,"InChI=1S/C6H10N2O3/c7-5(10)3-8-2-4(9)1-6(8)11/h4,9H,1-3H2,(H2,7,10)",IHLAQQPQKRMGSS-UHFFFAOYSA-N,C6H10N2O3,158.16,158.06914219,2,C1C(CN(C1=O)CC(=O)N)O,83.6,-2.2,Oxiracetam_4626.sdf
Pramiracetam,Nootropics,51712,0,0,0,308,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,1,269.21032711,3,1,19,N-[2-[di(propan-2-yl)amino]ethyl]-2-(2-oxopyrrolidin-1-yl)acetamide,"InChI=1S/C14H27N3O2/c1-11(2)17(12(3)4)9-7-15-13(18)10-16-8-5-6-14(16)19/h11-12H,5-10H2,1-4H3,(H,15,18)",ZULJGOSFKWFVRX-UHFFFAOYSA-N,C14H27N3O2,269.38,269.21032711,7,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,52.7,0.8,Pramiracetam_51712.sdf
Noopept,Nootropics,180496,1,0,0,432,CCOC(=O)CNC(=O)C1CCCN1C(=O)CC2=CC=CC=C2,1,318.15795719,4,1,23,ethyl 2-[[(2S)-1-(2-phenylacetyl)pyrrolidine-2-carbonyl]amino]acetate,"InChI=1S/C17H22N2O4/c1-2-23-16(21)12-18-17(22)14-9-6-10-19(14)15(20)11-13-7-4-3-5-8-13/h3-5,7-8,14H,2,6,9-12H2,1H3,(H,18,22)/t14-/m0/s1",PJNSMUBMSNAEEN-AWEZNQCLSA-N,C17H22N2O4,318.4,318.15795719,7,CCOC(=O)CNC(=O)[C@@H]1CCCN1C(=O)CC2=CC=CC=C2,75.7,1.5,Noopept_180496.sdf
Sulbutiamine,Nootropics,3002120,0,2,0,1050,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOC(=O)C(C)C)SSC(=C(C)N(CC2=CN=C(N=C2N)C)C=O)CCOC(=O)C(C)C)C,1,702.29817356,14,2,48,[(E)-4-[(4-amino-2-methylpyrimidin-5-yl)methyl-formylamino]-3-[[(E)-2-[(4-amino-2-methylpyrimidin-5-yl)methyl-formylamino]-5-(2-methylpropanoyloxy)pent-2-en-3-yl]disulfanyl]pent-3-enyl] 2-methylpropanoate,"InChI=1S/C32H46N8O6S2/c1-19(2)31(43)45-11-9-27(21(5)39(17-41)15-25-13-35-23(7)37-29(25)33)47-48-28(10-12-46-32(44)20(3)4)22(6)40(18-42)16-26-14-36-24(8)38-30(26)34/h13-14,17-20H,9-12,15-16H2,1-8H3,(H2,33,35,37)(H2,34,36,38)/b27-21+,28-22+",CKHJPWQVLKHBIH-GPAWKIAZSA-N,C32H46N8O6S2,702.9,702.29817356,19,CC1=NC=C(C(=N1)N)CN(/C(=C(/SS/C(=C(/N(C=O)CC2=CN=C(N=C2N)C)\C)/CCOC(=O)C(C)C)\CCOC(=O)C(C)C)/C)C=O,247,2.7,Sulbutiamine_3002120.sdf
Citicoline,Nootropics,13804,4,0,0,821,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O,1,488.10733165,11,4,31,"[[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] 2-(trimethylazaniumyl)ethyl phosphate","InChI=1S/C14H26N4O11P2/c1-18(2,3)6-7-26-30(22,23)29-31(24,25)27-8-9-11(19)12(20)13(28-9)17-5-4-10(15)16-14(17)21/h4-5,9,11-13,19-20H,6-8H2,1-3H3,(H3-,15,16,21,22,23,24,25)/t9-,11-,12-,13-/m1/s1",RZZPDXZPRHQOCG-OJAKKHQRSA-N,C14H26N4O11P2,488.32,488.10733165,10,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O,214,-4,Citicoline_13804.sdf
L-Theanine,Nootropics,439378,1,0,0,170,CCNC(=O)CCC(C(=O)O)N,1,174.10044231,4,3,12,(2S)-2-amino-5-(ethylamino)-5-oxopentanoic acid,"InChI=1S/C7H14N2O3/c1-2-9-6(10)4-3-5(8)7(11)12/h5H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t5-/m0/s1",DATAGRPVKZEWHA-YFKPBYRVSA-N,C7H14N2O3,174.20,174.10044231,5,CCNC(=O)CC[C@@H](C(=O)O)N,92.4,-3.6,L-Theanine_439378.sdf
Phosphatidylserine,Nootropics,9547096,2,0,0,937,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)OC(=O)CCCCCCCCCCCCCCCCC,1,791.56763481,11,3,54,"(2S)-2-amino-3-[[(2R)-2,3-di(octadecanoyloxy)propoxy]-hydroxyphosphoryl]oxypropanoic acid","InChI=1S/C42H82NO10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(44)50-35-38(36-51-54(48,49)52-37-39(43)42(46)47)53-41(45)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h38-39H,3-37,43H2,1-2H3,(H,46,47)(H,48,49)/t38-,39+/m1/s1",TZCPCKNHXULUIY-RGULYWFUSA-N,C42H82NO10P,792.1,791.56763481,44,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCCCCCCCCCCCC,172,12.1,Phosphatidylserine_9547096.sdf
3-MMC,Research Chemicals,71741532,1,0,0,179,CC1=CC(=CC=C1)C(=O)C(C)NC,1,177.115364102,2,1,13,2-(methylamino)-1-(3-methylphenyl)propan-1-one,"InChI=1S/C11H15NO/c1-8-5-4-6-10(7-8)11(13)9(2)12-3/h4-7,9,12H,1-3H3",QDNXSIYWHYGMCD-UHFFFAOYSA-N,C11H15NO,177.24,177.115364102,3,CC1=CC(=CC=C1)C(=O)C(C)NC,29.1,2,3-MMC_71741532.sdf
4-CMC,Research Chemicals,82100418,1,0,0,176,CC(C(=O)C1=CC=C(C=C1)Cl)NC,1,197.0607417,2,1,13,1-(4-chlorophenyl)-2-(methylamino)propan-1-one,"InChI=1S/C10H12ClNO/c1-7(12-2)10(13)8-3-5-9(11)6-4-8/h3-7,12H,1-2H3",UEJBEYOXRNGPEI-UHFFFAOYSA-N,C10H12ClNO,197.66,197.0607417,3,CC(C(=O)C1=CC=C(C=C1)Cl)NC,29.1,2.2,4-CMC_82100418.sdf
Hexen,Research Chemicals,134822125,1,0,0,197,CCCCC(C(=O)C1=CC=CC=C1)NCC,1,219.162314293,2,1,16,2-(ethylamino)-1-phenylhexan-1-one,"InChI=1S/C14H21NO/c1-3-5-11-13(15-4-2)14(16)12-9-7-6-8-10-12/h6-10,13,15H,3-5,11H2,1-2H3",CWNKMHIETKEBCA-UHFFFAOYSA-N,C14H21NO,219.32,219.162314293,7,CCCCC(C(=O)C1=CC=CC=C1)NCC,29.1,3.4,Hexen_134822125.sdf
Clonazolam,Research Chemicals,12317881,0,0,0,554,CC1=NN=C2N1C3=C(C=C(C=C3)[N+](=O)[O-])C(=NC2)C4=CC=CC=C4Cl,1,353.0679523,5,0,25,"6-(2-chlorophenyl)-1-methyl-8-nitro-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine","InChI=1S/C17H12ClN5O2/c1-10-20-21-16-9-19-17(12-4-2-3-5-14(12)18)13-8-11(23(24)25)6-7-15(13)22(10)16/h2-8H,9H2,1H3",XJRGLCAWBRZUFC-UHFFFAOYSA-N,C17H12ClN5O2,353.8,353.0679523,1,CC1=NN=C2N1C3=C(C=C(C=C3)[N+](=O)[O-])C(=NC2)C4=CC=CC=C4Cl,88.9,1.6,Clonazolam_12317881.sdf
Flualprazolam,Research Chemicals,10359044,0,0,0,474,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,1,326.0734523,4,0,23,"8-chloro-6-(2-fluorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine","InChI=1S/C17H12ClFN4/c1-10-21-22-16-9-20-17(12-4-2-3-5-14(12)19)13-8-11(18)6-7-15(13)23(10)16/h2-8H,9H2,1H3",MPZVLJCMGPYWQQ-UHFFFAOYSA-N,C17H12ClFN4,326.8,326.0734523,1,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,43.1,1.9,Flualprazolam_10359044.sdf
Flubromazolam,Research Chemicals,21930924,0,0,0,474,CC1=NN=C2N1C3=C(C=C(C=C3)Br)C(=NC2)C4=CC=CC=C4F,1,370.02294,4,0,23,"8-bromo-6-(2-fluorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine","InChI=1S/C17H12BrFN4/c1-10-21-22-16-9-20-17(12-4-2-3-5-14(12)19)13-8-11(18)6-7-15(13)23(10)16/h2-8H,9H2,1H3",VXGSZBZQCBNUIP-UHFFFAOYSA-N,C17H12BrFN4,371.2,370.02294,1,CC1=NN=C2N1C3=C(C=C(C=C3)Br)C(=NC2)C4=CC=CC=C4F,43.1,2,Flubromazolam_21930924.sdf
O-Desmethyltramadol,Research Chemicals,9838803,2,0,0,269,CN(C)CC1CCCCC1(C2=CC(=CC=C2)O)O,1,249.172878976,3,2,18,"3-[(1R,2R)-2-[(dimethylamino)methyl]-1-hydroxycyclohexyl]phenol","InChI=1S/C15H23NO2/c1-16(2)11-13-6-3-4-9-15(13,18)12-7-5-8-14(17)10-12/h5,7-8,10,13,17-18H,3-4,6,9,11H2,1-2H3/t13-,15+/m1/s1",UWJUQVWARXYRCG-HIFRSBDPSA-N,C15H23NO2,249.35,249.172878976,3,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)O)O,43.7,2.3,O-Desmethyltramadol_9838803.sdf
Etizolam,Research Chemicals,3307,0,0,0,474,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,1,342.0705954,4,0,23,"7-(2-chlorophenyl)-4-ethyl-13-methyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaene","InChI=1S/C17H15ClN4S/c1-3-11-8-13-16(12-6-4-5-7-14(12)18)19-9-15-21-20-10(2)22(15)17(13)23-11/h4-8H,3,9H2,1-2H3",VMZUTJCNQWMAGF-UHFFFAOYSA-N,C17H15ClN4S,342.8,342.0705954,2,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,71.3,2.6,Etizolam_3307.sdf
Phenibut,Research Chemicals,14113,1,0,0,164,C1=CC=C(C=C1)C(CC(=O)O)CN,1,179.094628657,3,2,13,4-amino-3-phenylbutanoic acid,"InChI=1S/C10H13NO2/c11-7-9(6-10(12)13)8-4-2-1-3-5-8/h1-5,9H,6-7,11H2,(H,12,13)",DAFOCGYVTAOKAJ-UHFFFAOYSA-N,C10H13NO2,179.22,179.094628657,4,C1=CC=C(C=C1)C(CC(=O)O)CN,63.3,-1.6,Phenibut_14113.sdf
Harmine,MAOIs,5280953,0,0,0,258,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC,1,212.094963011,2,1,16,"7-methoxy-1-methyl-9H-pyrido[3,4-b]indole","InChI=1S/C13H12N2O/c1-8-13-11(5-6-14-8)10-4-3-9(16-2)7-12(10)15-13/h3-7,15H,1-2H3",BXNJHAXVSOCGBA-UHFFFAOYSA-N,C13H12N2O,212.25,212.094963011,1,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC,37.9,3.6,Harmine_5280953.sdf
Harmaline,MAOIs,3564,0,0,0,302,CC1=NCCC2=C1NC3=C2C=CC(=C3)OC,1,214.110613074,2,1,16,"7-methoxy-1-methyl-4,9-dihydro-3H-pyrido[3,4-b]indole","InChI=1S/C13H14N2O/c1-8-13-11(5-6-14-8)10-4-3-9(16-2)7-12(10)15-13/h3-4,7,15H,5-6H2,1-2H3",RERZNCLIYCABFS-UHFFFAOYSA-N,C13H14N2O,214.26,214.110613074,1,CC1=NCCC2=C1NC3=C2C=CC(=C3)OC,37.4,2.1,Harmaline_3564.sdf
Tetrahydroharmine,MAOIs,442118,1,0,0,258,CC1C2=C(CCN1)C3=C(N2)C=C(C=C3)OC,1,216.126263138,2,2,16,"(1R)-7-methoxy-1-methyl-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole","InChI=1S/C13H16N2O/c1-8-13-11(5-6-14-8)10-4-3-9(16-2)7-12(10)15-13/h3-4,7-8,14-15H,5-6H2,1-2H3/t8-/m1/s1",ZXLDQJLIBNPEFJ-MRVPVSSYSA-N,C13H16N2O,216.28,216.126263138,1,C[C@@H]1C2=C(CCN1)C3=C(N2)C=C(C=C3)OC,37.1,1.9,Tetrahydroharmine_442118.sdf
Propofol,Anaesthetics,4943,0,0,0,135,CC(C)C1=C(C(=CC=C1)C(C)C)O,1,178.135765193,1,1,13,"2,6-di(propan-2-yl)phenol","InChI=1S/C12H18O/c1-8(2)10-6-5-7-11(9(3)4)12(10)13/h5-9,13H,1-4H3",OLBCVFGFOZPWHH-UHFFFAOYSA-N,C12H18O,178.27,178.135765193,2,CC(C)C1=C(C(=CC=C1)C(C)C)O,20.2,3.8,Propofol_4943.sdf
Sevoflurane,Anaesthetics,5206,0,0,0,121,C(OC(C(F)(F)F)C(F)(F)F)F,1,200.00721185,8,0,12,"1,1,1,3,3,3-hexafluoro-2-(fluoromethoxy)propane","InChI=1S/C4H3F7O/c5-1-12-2(3(6,7)8)4(9,10)11/h2H,1H2",DFEYYRMXOJXZRJ-UHFFFAOYSA-N,C4H3F7O,200.05,200.00721185,2,C(OC(C(F)(F)F)C(F)(F)F)F,9.2,2.8,Sevoflurane_5206.sdf
Isoflurane,Anaesthetics,3763,1,0,0,102,C(C(F)(F)F)(OC(F)F)Cl,1,183.9714332,6,0,10,"2-chloro-2-(difluoromethoxy)-1,1,1-trifluoroethane","InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H",PIWKPBJCKXDKJR-UHFFFAOYSA-N,C3H2ClF5O,184.49,183.9714332,2,C(C(F)(F)F)(OC(F)F)Cl,9.2,2.1,Isoflurane_3763.sdf
Desflurane,Anaesthetics,42113,1,0,0,97,C(C(F)(F)F)(OC(F)F)F,1,168.00098366,7,0,10,"2-(difluoromethoxy)-1,1,1,2-tetrafluoroethane","InChI=1S/C3H2F6O/c4-1(3(7,8)9)10-2(5)6/h1-2H",DPYMFVXJLLWWEU-UHFFFAOYSA-N,C3H2F6O,168.04,168.00098366,2,C(C(F)(F)F)(OC(F)F)F,9.2,2.6,Desflurane_42113.sdf
Halothane,Anaesthetics,3562,1,0,0,60,C(C(F)(F)F)(Cl)Br,1,195.89022,3,0,7,"2-bromo-2-chloro-1,1,1-trifluoroethane","InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H",BCQZXOMGPXTTIC-UHFFFAOYSA-N,C2HBrClF3,197.38,195.89022,0,C(C(F)(F)F)(Cl)Br,0,2.3,Halothane_3562.sdf
Xenon,Anaesthetics,23991,0,0,0,0,[Xe],1,131.90415508,0,0,1,xenon,InChI=1S/Xe,FHNFHKCVQCLJFQ-UHFFFAOYSA-N,Xe,131.29,131.90415508,0,[Xe],0,,Xenon_23991.sdf
Lidocaine,Anaesthetics,3676,0,0,0,228,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,1,234.173213330,2,1,17,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide","InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",NNJVILVZKWQKPM-UHFFFAOYSA-N,C14H22N2O,234.34,234.173213330,5,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,32.3,2.3,Lidocaine_3676.sdf
Procaine,Anaesthetics,4914,0,0,0,221,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,1,236.152477885,4,1,17,2-(diethylamino)ethyl 4-aminobenzoate,"InChI=1S/C13H20N2O2/c1-3-15(4-2)9-10-17-13(16)11-5-7-12(14)8-6-11/h5-8H,3-4,9-10,14H2,1-2H3",MFDFERRIHVXMIY-UHFFFAOYSA-N,C13H20N2O2,236.31,236.152477885,7,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,55.6,1.9,Procaine_4914.sdf
Kava,Miscellaneous,5281052,1,1,0,413,COC1=CC(=O)OC(C1)C=CC2=CCCC=C2,1,232.109944368,3,0,17,"2-[(E)-2-cyclohexa-1,5-dien-1-ylethenyl]-4-methoxy-2,3-dihydropyran-6-one","InChI=1S/C14H16O3/c1-16-13-9-12(17-14(15)10-13)8-7-11-5-3-2-4-6-11/h3,5-8,10,12H,2,4,9H2,1H3/b8-7+",OMNGEVNATYFZGG-BQYQJAHWSA-N,C14H16O3,232.27,232.109944368,3,COC1=CC(=O)OC(C1)/C=C/C2=CCCC=C2,35.5,2.3,Kava_5281052.sdf
Epibatidine,Miscellaneous,854023,3,0,0,221,C1CC2C(CC1N2)C3=CN=C(C=C3)Cl,1,208.0767261,2,1,14,"(1R,2R,4S)-2-(6-chloro-3-pyridinyl)-7-azabicyclo[2.2.1]heptane","InChI=1S/C11H13ClN2/c12-11-4-1-7(6-13-11)9-5-8-2-3-10(9)14-8/h1,4,6,8-10,14H,2-3,5H2/t8-,9+,10+/m0/s1",NLPRAJRHRHZCQQ-IVZWLZJFSA-N,C11H13ClN2,208.69,208.0767261,1,C1C[C@@H]2[C@H](C[C@H]1N2)C3=CN=C(C=C3)Cl,24.9,2.2,Epibatidine_854023.sdf
Arecoline,Miscellaneous,2230,0,0,0,187,CN1CCC=C(C1)C(=O)OC,1,155.094628657,3,0,11,"methyl 1-methyl-3,6-dihydro-2H-pyridine-5-carboxylate","InChI=1S/C8H13NO2/c1-9-5-3-4-7(6-9)8(10)11-2/h4H,3,5-6H2,1-2H3",HJJPJSXJAXAIPN-UHFFFAOYSA-N,C8H13NO2,155.19,155.094628657,2,CN1CCC=C(C1)C(=O)OC,29.5,0.3,Arecoline_2230.sdf
Yohimbine,Miscellaneous,8969,5,0,0,555,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,1,354.19434270,4,2,26,"methyl (1S,15R,18S,19R,20S)-18-hydroxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate","InChI=1S/C21H26N2O3/c1-26-21(25)19-15-10-17-20-14(13-4-2-3-5-16(13)22-20)8-9-23(17)11-12(15)6-7-18(19)24/h2-5,12,15,17-19,22,24H,6-11H2,1H3/t12-,15-,17-,18-,19+/m0/s1",BLGXFZZNTVWLAY-SCYLSFHTSA-N,C21H26N2O3,354.4,354.19434270,2,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,65.6,2.9,Yohimbine_8969.sdf
Apomorphine,Miscellaneous,6005,1,0,0,374,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,1,267.125928785,3,2,20,"(6aR)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol","InChI=1S/C17H17NO2/c1-18-8-7-10-3-2-4-12-15(10)13(18)9-11-5-6-14(19)17(20)16(11)12/h2-6,13,19-20H,7-9H2,1H3/t13-/m1/s1",VMWNQDUVQKEIOC-CYBMUJFWSA-N,C17H17NO2,267.32,267.125928785,0,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,43.7,2.3,Apomorphine_6005.sdf
Bromocriptine,Miscellaneous,31101,6,0,0,1230,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,1,653.22128,6,3,43,"(6aR,9R)-5-bromo-N-[(1S,2S,4R,7S)-2-hydroxy-7-(2-methylpropyl)-5,8-dioxo-4-propan-2-yl-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide","InChI=1S/C32H40BrN5O5/c1-16(2)12-24-29(40)37-11-7-10-25(37)32(42)38(24)30(41)31(43-32,17(3)4)35-28(39)18-13-20-19-8-6-9-22-26(19)21(27(33)34-22)14-23(20)36(5)15-18/h6,8-9,13,16-18,23-25,34,42H,7,10-12,14-15H2,1-5H3,(H,35,39)/t18-,23-,24+,25+,31-,32+/m1/s1",OZVBMTJYIDMWIL-AYFBDAFISA-N,C32H40BrN5O5,654.6,653.22128,5,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,118,3.8,Bromocriptine_31101.sdf
Cabergoline,Miscellaneous,54746,3,0,0,713,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C,1,451.29472544,4,2,33,"(6aR,9R,10aR)-N-[3-(dimethylamino)propyl]-N-(ethylcarbamoyl)-7-prop-2-enyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide","InChI=1S/C26H37N5O2/c1-5-11-30-17-19(25(32)31(26(33)27-6-2)13-8-12-29(3)4)14-21-20-9-7-10-22-24(20)18(16-28-22)15-23(21)30/h5,7,9-10,16,19,21,23,28H,1,6,8,11-15,17H2,2-4H3,(H,27,33)/t19-,21-,23-/m1/s1",KORNTPPJEAJQIU-KJXAQDMKSA-N,C26H37N5O2,451.6,451.29472544,8,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)CC=C,71.7,3.4,Cabergoline_54746.sdf
Pergolide,Miscellaneous,47811,3,0,0,388,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,1,314.18167001,2,1,22,"(6aR,9R,10aR)-9-(methylsulfanylmethyl)-7-propyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline","InChI=1S/C19H26N2S/c1-3-7-21-11-13(12-22-2)8-16-15-5-4-6-17-19(15)14(10-20-17)9-18(16)21/h4-6,10,13,16,18,20H,3,7-9,11-12H2,1-2H3/t13-,16-,18-/m1/s1",YEHCICAEULNIGD-MZMPZRCHSA-N,C19H26N2S,314.5,314.18167001,4,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,44.3,4.2,Pergolide_47811.sdf
Pramipexole,Miscellaneous,119570,1,0,0,188,CCCNC1CCC2=C(C1)SC(=N2)N,1,211.11431873,4,2,14,"(6S)-6-N-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine","InChI=1S/C10H17N3S/c1-2-5-12-7-3-4-8-9(6-7)14-10(11)13-8/h7,12H,2-6H2,1H3,(H2,11,13)/t7-/m0/s1",FASDKYOPVNHBLU-ZETCQYMHSA-N,C10H17N3S,211.33,211.11431873,3,CCCN[C@H]1CCC2=C(C1)SC(=N2)N,79.2,1.9,Pramipexole_119570.sdf
Ropinirole,Miscellaneous,5095,0,0,0,286,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,1,260.188863393,2,1,19,"4-[2-(dipropylamino)ethyl]-1,3-dihydroindol-2-one","InChI=1S/C16H24N2O/c1-3-9-18(10-4-2)11-8-13-6-5-7-15-14(13)12-16(19)17-15/h5-7H,3-4,8-12H2,1-2H3,(H,17,19)",UHSKFQJFRQCDBE-UHFFFAOYSA-N,C16H24N2O,260.37,260.188863393,7,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,32.3,2.7,Ropinirole_5095.sdf
Levodopa,Miscellaneous,6047,1,0,0,209,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,1,197.06880783,5,4,14,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid","InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",WTDRDQBEARUVNC-LURJTMIESA-N,C9H11NO4,197.19,197.06880783,3,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,104,-2.7,Levodopa_6047.sdf
Carbidopa,Miscellaneous,34359,1,0,0,261,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,1,226.09535693,6,5,16,"(2S)-3-(3,4-dihydroxyphenyl)-2-hydrazinyl-2-methylpropanoic acid","InChI=1S/C10H14N2O4/c1-10(12-11,9(15)16)5-6-2-3-7(13)8(14)4-6/h2-4,12-14H,5,11H2,1H3,(H,15,16)/t10-/m0/s1",TZFNLOMSOLWIDK-JTQLQIEISA-N,C10H14N2O4,226.23,226.09535693,4,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,116,-2.2,Carbidopa_34359.sdf
DMT,Retry,6089,0,0,0,179,CN(C)CCC1=CNC2=CC=CC=C21,1,188.131348519,1,1,14,"2-(1H-indol-3-yl)-N,N-dimethylethanamine","InChI=1S/C12H16N2/c1-14(2)8-7-10-9-13-12-6-4-3-5-11(10)12/h3-6,9,13H,7-8H2,1-2H3",DMULVCHRPCFFGV-UHFFFAOYSA-N,C12H16N2,188.27,188.131348519,3,CN(C)CCC1=CNC2=CC=CC=C21,19,2.5,DMT_6089.sdf
DET,Retry,6090,0,0,0,201,CCN(CC)CCC1=CNC2=CC=CC=C21,1,216.162648646,1,1,16,"N,N-diethyl-2-(1H-indol-3-yl)ethanamine","InChI=1S/C14H20N2/c1-3-16(4-2)10-9-12-11-15-14-8-6-5-7-13(12)14/h5-8,11,15H,3-4,9-10H2,1-2H3",LSSUMOWDTKZHHT-UHFFFAOYSA-N,C14H20N2,216.32,216.162648646,5,CCN(CC)CCC1=CNC2=CC=CC=C21,19,3.3,DET_6090.sdf
DPT,Retry,6091,0,0,0,223,CCCN(CCC)CCC1=CNC2=CC=CC=C21,1,244.193948774,1,1,18,N-[2-(1H-indol-3-yl)ethyl]-N-propylpropan-1-amine,"InChI=1S/C16H24N2/c1-3-10-18(11-4-2)12-9-14-13-17-16-8-6-5-7-15(14)16/h5-8,13,17H,3-4,9-12H2,1-2H3",BOOQTIHIKDDPRW-UHFFFAOYSA-N,C16H24N2,244.37,244.193948774,7,CCCN(CCC)CCC1=CNC2=CC=CC=C21,19,4.3,DPT_6091.sdf
